PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[7] UNC13A_CE_1.raw.PG.Quantity,[8] UNC13A_CE_2.raw.PG.Quantity,[9] UNC13A_CE_3.raw.PG.Quantity,[10] UNC13A_CE_4.raw.PG.Quantity,[11] UNC13A_CE_5.raw.PG.Quantity,[12] UNC13A_CE_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
A0A1B0GUS4;P68036,UBE2L5;UBE2L3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,NaN,Filtered,Filtered,NaN,0.5816116333007812,NaN,NaN,NaN,NaN,NaN
P20042,EIF2S2,2466.262451171875,2253.810791015625,2848.759521484375,2618.906494140625,4981.59716796875,3679.26953125,117420.0078125,115379.0390625,136564.734375,112371.4140625,108559.5234375,101980.65625,102760.078125,113527.859375,121560.203125,125596.703125,120418.9921875,129582.2109375
P20073,ANXA7,NaN,Filtered,972.3140258789062,NaN,2611.248046875,Filtered,304.8887939453125,194.52735900878906,513.1796875,372.6778869628906,191.59176635742188,Filtered,NaN,180.10540771484375,434.29998779296875,1171.6875,1713.2061767578125,841.9822387695312
P20248,CCNA2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,5205.42578125,4493.07275390625,5760.56396484375,3879.209716796875,3893.27734375,1988.5499267578125,2088.06982421875,4176.310546875,5757.26611328125,3215.058349609375,3125.012939453125,3880.01708984375
P20290,BTF3,1341.7103271484375,645.4332275390625,1683.567626953125,1343.7086181640625,5253.4306640625,2222.4794921875,13466.98828125,14555.603515625,15808.6943359375,13328.490234375,16622.830078125,10182.5673828125,12848.958984375,15310.275390625,11747.345703125,15843.9306640625,13373.1689453125,16001.2001953125
P20339,RAB5A,663.3599243164062,1507.1953125,5353.97314453125,2727.6806640625,19250.19140625,3175.095947265625,7045.7265625,7447.7275390625,11532.97265625,7659.82177734375,7041.75634765625,4472.646484375,4557.7998046875,5070.720703125,6326.77685546875,7993.39501953125,8072.94091796875,5194.943359375
P20340,RAB6A,Filtered,NaN,1397.90625,828.2130737304688,8743.580078125,1031.0216064453125,4570.18603515625,3013.380859375,5138.3955078125,3307.680419921875,3543.78515625,3709.144775390625,1389.7510986328125,2409.175537109375,3991.914306640625,3701.74951171875,3560.11279296875,2652.32421875
P20585,MSH3,6405.89013671875,1430.658203125,1815.2935791015625,1625.183349609375,654.2171020507812,973.854736328125,11852.7236328125,12818.0556640625,15061.15625,13080.5263671875,12045.4853515625,11346.466796875,9591.6328125,11876.0302734375,12379.0556640625,11988.5625,11402.2861328125,12877.4814453125
P20618,PSMB1,1684.931884765625,401.78662109375,Filtered,Filtered,5799.9931640625,2300.98193359375,959.6644287109375,1058.2200927734375,1882.009765625,713.3190307617188,1617.6630859375,779.3566284179688,1719.32763671875,1454.8228759765625,1797.335205078125,430.76055908203125,1825.660888671875,2168.4208984375
P20674,COX5A,1767.7991943359375,2991.36474609375,3604.101318359375,1912.603515625,10067.9853515625,2019.3385009765625,10856.8291015625,10608.8662109375,12504.373046875,8729.421875,8463.1494140625,8647.80859375,7838.353515625,9199.140625,10071.6591796875,9773.6025390625,9851.9111328125,8881.2265625
P20700,LMNB1,500.1596984863281,NaN,Filtered,Filtered,346.068603515625,Filtered,1974.120361328125,947.034912109375,1542.758544921875,1490.7896728515625,716.4444580078125,1602.4263916015625,779.8152465820312,965.4105224609375,1343.0267333984375,1026.166259765625,1510.96533203125,746.9862670898438
P20810,CAST,333.6163635253906,679.4564208984375,881.510986328125,NaN,1225.9359130859375,613.5142211914062,7070.7919921875,8186.7568359375,8324.2587890625,7094.38671875,6164.7080078125,5394.92236328125,5683.4716796875,6121.4267578125,6982.173828125,5882.6982421875,8019.1142578125,5922.78515625
P20908,COL5A1,1635.99169921875,1307.104248046875,1464.754638671875,1314.680419921875,3325.31396484375,2529.19287109375,22386.90625,22359.671875,27345.451171875,20746.34765625,20379.26953125,20497.263671875,19150.41015625,22239.3203125,21495.66015625,21568.828125,21797.892578125,23934.974609375
P20930,FLG,2784.05029296875,147.35223388671875,8202.1728515625,846.2239990234375,4419.34765625,1664.4915771484375,3644.88916015625,4751.56494140625,2245.680908203125,5357.99755859375,5212.474609375,352.96826171875,12123.7783203125,5146.0380859375,8339.3447265625,1752.4505615234375,3482.111328125,3856.6474609375
P21127,CDK11B,3900.9892578125,3442.64208984375,4644.37548828125,5195.99755859375,11803.5068359375,9286.5703125,16680.662109375,18197.49609375,24333.208984375,20061.939453125,18312.193359375,17047.791015625,15191.146484375,19838.90234375,18446.7890625,18458.552734375,20884.16015625,24145.708984375
P21291,CSRP1,2686.212646484375,5130.8056640625,9828.5380859375,2936.786865234375,31394.783203125,4979.12353515625,4979.52978515625,6507.32080078125,9650.953125,6663.58984375,7329.32470703125,1497.3873291015625,5458.12841796875,8246.9072265625,7511.197265625,9329.703125,7323.26611328125,7376.28759765625
P21333,FLNA,4146.0361328125,3956.2060546875,9688.3818359375,4075.642578125,44982.92578125,5065.2275390625,10673.9189453125,9781.076171875,18794.958984375,13138.087890625,12281.505859375,9112.59765625,12230.5927734375,13010.6865234375,12836.2431640625,13441.5517578125,17952.787109375,12067.4619140625
P21359,NF1,979.2064819335938,603.1145629882812,689.8026733398438,755.6349487304688,2766.987060546875,1707.04931640625,10176.3798828125,9870.400390625,13413.6279296875,9299.05859375,9827.0283203125,8918.8994140625,9581.12890625,9760.587890625,10492.0068359375,10504.7080078125,11443.1884765625,11663.9052734375
P21589,NT5E,13576.51953125,14691.2314453125,10446.9921875,11906.8125,19497.40625,14880.0595703125,28579.474609375,27482.578125,27610.580078125,24772.599609375,33112.421875,23921.408203125,28219.021484375,32253.5546875,28496.515625,22904.720703125,27945.12890625,28539.8046875
P21796,VDAC1,4797.96142578125,3680.324462890625,5910.6005859375,3567.5986328125,17321.419921875,7656.83251953125,49276.5859375,50826.4296875,72879.28125,50960.1875,49293.01953125,45034.08984375,42365.23828125,51651.19921875,57128.09375,51991.5,54006.05859375,52927.6640625
P21912,SDHB,367.1307067871094,NaN,402.17950439453125,Filtered,3968.03173828125,783.4111938476562,1780.4805908203125,2881.685791015625,2359.305419921875,1390.116943359375,1866.1920166015625,2126.773193359375,940.17626953125,1769.916015625,1198.915771484375,1317.3646240234375,978.9619750976562,1343.486572265625
P21980,TGM2,NaN,Filtered,NaN,NaN,451.2928771972656,550.9732055664062,4302.11865234375,3624.232666015625,4813.81298828125,3176.1796875,4108.70263671875,2804.28662109375,2934.566162109375,4484.193359375,3380.15234375,3323.44580078125,3254.530517578125,4034.6591796875
P22087,FBL,3117.311767578125,2336.0673828125,2954.20556640625,1844.85546875,4571.61474609375,3509.362548828125,48307.91015625,49962.70703125,57001.6875,47271.1796875,50856.31640625,39752.265625,40682.4453125,51185.41796875,50684.4765625,49075.17578125,47907.44140625,49945.17578125
P22234,PAICS,Filtered,Filtered,Filtered,Filtered,2937.714599609375,Filtered,432.2236022949219,539.398681640625,842.360107421875,1021.4246215820312,Filtered,1051.429443359375,Filtered,494.44769287109375,646.6533203125,1228.5911865234375,1128.08349609375,259.5208435058594
P22314,UBA1,NaN,NaN,NaN,NaN,3246.842529296875,180.25608825683594,563.213623046875,5271.158203125,1629.6513671875,615.1277465820312,383.898193359375,42.67289733886719,499.01837158203125,481.22906494140625,802.9295043945312,1236.3883056640625,629.5709228515625,539.4129028320312
P22392,NME2,2073.70263671875,3027.796875,2813.03662109375,897.430419921875,18698.025390625,892.14208984375,6174.1455078125,6770.60888671875,8139.59716796875,8196.806640625,6871.9365234375,3814.353515625,4344.68310546875,6228.2685546875,5100.59130859375,6532.2421875,6606.974609375,6609.6494140625
P22626,HNRNPA2B1,50801.58984375,46895.60546875,52034.953125,47131.21484375,82110.390625,57758.4765625,1351255.5,1467857.125,1767059.125,1648974.625,1606985.875,1536074.25,1292537,1409591.375,1568193.375,1511373.375,1496193,1784675.75
P22629,,6974312,5195905,4218058,4065485.5,12811068,14976159,6681967,5321876,11635042,4021954.25,4757784,6244767.5,9557875,9079285,15804347,10923318,5121227.5,5288920.5
P22694,PRKACB,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,390.0647277832031,605.3838500976562,589.2816772460938,NaN,493.7692565917969,NaN,616.2509765625,481.2784423828125,443.0743103027344,428.0361328125,809.1553344726562,569.806640625
P22695,UQCRC2,1386.5133056640625,688.3758544921875,880.349853515625,1042.682861328125,4763.4365234375,1495.402587890625,11338.3017578125,12552.501953125,14238.3818359375,9159.044921875,8395.53125,6596.05615234375,8448.458984375,10390.0869140625,9796.97265625,8213.224609375,9381.1181640625,9384.060546875
P22735,TGM1,1338.810302734375,Filtered,816.4743041992188,Filtered,1236.0643310546875,Filtered,553.2015380859375,1205.46142578125,959.723876953125,NaN,392.9497985839844,Filtered,1656.420166015625,561.697509765625,874.1270141601562,894.8385620117188,432.4880676269531,Filtered
P23193,TCEA1,Filtered,Filtered,Filtered,Filtered,826.6652221679688,Filtered,318.6966247558594,1187.16796875,1856.711181640625,848.272705078125,1342.0810546875,NaN,428.7759094238281,277.8423156738281,1187.9954833984375,546.14404296875,1758.628662109375,860.4205322265625
P23246,SFPQ,8802.7548828125,8652.001953125,8557.9970703125,8163.791015625,14416.0966796875,13261.513671875,228627.984375,235745.703125,293618.3125,250020.3125,237068.484375,255886.328125,205855.4375,234147.671875,252889.390625,256585.140625,247170.21875,257392.28125
P23258,TUBG1,711.176513671875,653.0943603515625,691.46240234375,1027.187744140625,3152.025146484375,1494.6790771484375,29389.845703125,30347.107421875,38541.26953125,28822.65234375,26487.349609375,23960.9375,23411.3984375,25498.580078125,24816.001953125,25537.357421875,27747.5859375,26826.37890625
P23284,PPIB,2992.158447265625,3573.785400390625,5143.6318359375,2594.572998046875,20966.212890625,6617.1259765625,70913.0703125,75668.828125,79207.0546875,65277.54296875,53629.30859375,40825.6953125,52589.328125,65517.71484375,75334.0625,66286.171875,73552.390625,74326.0078125
P23368,ME2,2961.1630859375,Filtered,Filtered,Filtered,4787.49853515625,4956.22802734375,11316.994140625,13414,12257.6865234375,11438.001953125,10443.1669921875,5588.08740234375,10853.9375,10650.25390625,11535.5771484375,10470.9375,10084.859375,11710.013671875
P23396,RPS3,126418.2890625,121251.84375,140985.0625,135632.578125,255905.46875,252920.28125,1360461.75,1372682.125,1729228.625,1436988.125,1320964.875,1295194.625,1140706.5,1334911.75,1513651.75,1303122.875,1384960.625,1513720.25
P23458,JAK1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1956.45166015625,2206.007080078125,1371.9307861328125,1016.66943359375,1786.623291015625,1561.9945068359375,1774.725830078125,2021.3966064453125,1655.128662109375,1732.8763427734375,2169.60107421875,2491.38623046875
P23511,NFYA,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,0.5815315246582031,NaN,Filtered,1.4871582984924316,Filtered,Filtered,Filtered,NaN,NaN,NaN,Filtered,0.5085188150405884
P23526,AHCY,NaN,Filtered,NaN,Filtered,4549.455078125,Filtered,1042.9423828125,546.8627319335938,1584.329345703125,624.10009765625,816.1492309570312,747.9149169921875,1828.6986083984375,1566.5440673828125,1465.0948486328125,1338.6490478515625,1319.0447998046875,846.8177490234375
P23528,CFL1,5385.5,4731.4091796875,7770.7109375,4295.8583984375,28132.025390625,5359.93310546875,9175.71875,10060.859375,15752.5009765625,11365.6884765625,7303.29931640625,9377.7373046875,9836.111328125,10430.078125,12969.6318359375,11295.5166015625,12312.3515625,10747.86328125
P23588,EIF4B,3482.84423828125,2592.2978515625,5141.34521484375,2682.529296875,13066.0693359375,5232.56396484375,52278.09375,57744.3515625,80000.1015625,56290.16796875,53628.8828125,47062.01171875,55840.02734375,59769.84765625,62040.75390625,62942.51171875,65488.33203125,66098.890625
P23743,DGKA,NaN,NaN,NaN,NaN,Filtered,Filtered,5965.32421875,5803.75830078125,8927.0556640625,6012.9140625,4041.94580078125,4373.67626953125,4424.21923828125,3924.665771484375,4612.111328125,4722.90673828125,4523.83447265625,4351.44384765625
P24311,COX7B,Filtered,682.4987182617188,Filtered,1401.37255859375,3361.8154296875,3044.58935546875,10742.6220703125,8484.611328125,11765.638671875,8269.2314453125,9013.162109375,11231.89453125,11939.734375,13159.4150390625,13349.587890625,13916.78125,12066.27734375,15562.1962890625
P24390,KDELR1,Filtered,Filtered,NaN,Filtered,Filtered,NaN,1256.92919921875,1187.78125,2298.03125,1631.772705078125,2280.7353515625,2245.930419921875,NaN,NaN,1434.361083984375,1337.2056884765625,1645.48974609375,2206.033935546875
P24534,EEF1B2,3525.20458984375,5470.23291015625,5618.70458984375,3949.228271484375,19425.2578125,5642.07470703125,363577.1875,333852.375,424007.65625,317003.75,280495.90625,229237.96875,258893.609375,233403.203125,298356.09375,233421.484375,294059.96875,290408.03125
P24539,ATP5PB,3186.1396484375,2878.064697265625,3937.839599609375,2389.656494140625,14827.1220703125,4294.0654296875,37902.39453125,41238.96484375,51696.0078125,41188.33203125,37904.90234375,35692.21875,32448.859375,36937.328125,43892.2734375,33530.8828125,42205.328125,43535.74609375
P24844,MYL9,27505.861328125,30779.44140625,33541.51171875,27084.775390625,40247.66015625,28984.9375,35427.3671875,39605.45703125,42025.9609375,35001.79296875,38260.7890625,33505.125,24197.3203125,37017.84375,40436.96875,39095.62109375,34598.49609375,39281.40234375
P24863,CCNC,Filtered,Filtered,Filtered,Filtered,605.0011596679688,Filtered,4933.3818359375,4807.07373046875,4912.939453125,4778.685546875,4823.5458984375,2344.4013671875,3404.96142578125,5037.0810546875,4299.99609375,5797.9443359375,3490.917724609375,5080.34228515625
P24928,POLR2A,NaN,NaN,NaN,NaN,966.23876953125,558.5807495117188,2095.308837890625,1794.2515869140625,2409.470947265625,1846.996826171875,1373.4814453125,2066.05419921875,1517.67919921875,1793.3006591796875,2159.2880859375,1642.161376953125,1913.5279541015625,1844.613525390625
P24941,CDK2,NaN,NaN,NaN,NaN,624.385498046875,Filtered,5763.759765625,6493.22900390625,9217.5498046875,4924.392578125,5752.2216796875,3929.903076171875,5249.86474609375,5949.21044921875,7247.92578125,3202.015625,6220.1533203125,5407.96728515625
P25054,APC,Filtered,Filtered,352.9387512207031,NaN,Filtered,Filtered,3146.2666015625,3183.55029296875,4012.0888671875,3146.317138671875,3202.52734375,2907.445556640625,3502.855712890625,3699.3046875,2923.32861328125,4018.3291015625,3813.9423828125,4246.21044921875
P25205,MCM3,3821.7021484375,11246.31640625,1673.9393310546875,1066.556396484375,6129.52197265625,998.2706909179688,22850.98046875,24556.98046875,28600.234375,18246.595703125,20270.521484375,14206.5439453125,18499.462890625,21258.806640625,21118.28125,20704.609375,24110.224609375,23375.09375
P25311,AZGP1,4182.7001953125,2379.59765625,1867.507080078125,Filtered,2138.2841796875,1438.3231201171875,1247.9443359375,7879.3818359375,1104.2457275390625,1188.9632568359375,1338.5382080078125,535.5247192382812,4001.00048828125,4183.0751953125,8291.4326171875,3181.827880859375,1755.669921875,4430.853515625
P25398,RPS12,21527.818359375,18465.1953125,22451.1953125,21372.248046875,45460.875,35080.86328125,116986.140625,113691.640625,131551.90625,103649.703125,100647.828125,113073.1015625,79707.578125,95478.8125,95734.5,106194.375,95966.0859375,108747.4765625
P25490,YY1,2753.59130859375,304.2484436035156,Filtered,Filtered,Filtered,Filtered,2138.6279296875,1990.8231201171875,1068.6695556640625,1532.7515869140625,1895.0020751953125,974.0216674804688,780.6248168945312,1941.22607421875,943.34033203125,1417.488525390625,447.2359924316406,1204.8863525390625
P25685,DNAJB1,NaN,NaN,Filtered,NaN,563.5733032226562,Filtered,4204.2783203125,4070.179443359375,6503.90087890625,5129.45751953125,3150.264892578125,3342.935791015625,2979.7294921875,4171.3203125,3375.93408203125,3493.79541015625,3896.728759765625,3505.650146484375
P25705,ATP5F1A,50241.59375,53023.7578125,79109.7734375,48642.68359375,246943.96875,79446.9921875,310430.0625,323235.71875,449143.59375,325763.5,329944.5625,286751.09375,251867.703125,319820.09375,323715.0625,311815.4375,326621.5625,354110.34375
P25786,PSMA1,846.7062377929688,484.37713623046875,1153.9266357421875,291.0357971191406,5475.8232421875,854.8023071289062,1812.189697265625,1742.0604248046875,1268.2998046875,1222.2745361328125,1213.502685546875,Filtered,1906.25439453125,952.9129638671875,1704.2740478515625,2197.351806640625,1120.8995361328125,866.1362915039062
P25788,PSMA3,Filtered,Filtered,1105.55712890625,Filtered,3436.591064453125,Filtered,1219.83935546875,Filtered,1317.814453125,Filtered,213.43685913085938,Filtered,Filtered,903.8009643554688,529.2445068359375,2128.96728515625,2137.59912109375,Filtered
P25789,PSMA4,1094.93115234375,1107.6025390625,396.0699462890625,Filtered,6368.20703125,Filtered,1903.8966064453125,2097.17138671875,2832.462158203125,1810.6112060546875,1782.071533203125,1166.8704833984375,2661.466064453125,2213.924072265625,2498.529296875,2911.450439453125,3072.37451171875,2021.288818359375
P26038,MSN,3133.252685546875,3145.284912109375,5006.78662109375,2229.8017578125,24125.357421875,2025.263671875,12853.6376953125,12016.8974609375,16472.0234375,10553.2607421875,12023.1611328125,8831.009765625,11502.7333984375,14693.2763671875,14246.64453125,13108.884765625,15299.310546875,13593.984375
P26045,PTPN3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,353.1499328613281,437.09027099609375,902.8911743164062,Filtered,269.15814208984375,NaN,162.09356689453125,261.89544677734375,NaN,Filtered,368.63671875,Filtered
P26196,DDX6,1168.439208984375,1336.728515625,1427.960693359375,1176.730712890625,3288.38525390625,2900.21142578125,66112.09375,65276.89453125,77108.9453125,65362.046875,61761.7890625,57592.7421875,49729.76953125,62731.1171875,63781.58203125,55599.62109375,62860.93359375,63646.8828125
P26358,DNMT1,787.7847900390625,939.7880859375,994.6516723632812,865.663330078125,2600.981201171875,1869.651123046875,48314.84375,45253.7109375,53747.15625,40823.37890625,40298.54296875,36429.16015625,33403.015625,34985.14453125,42340.8203125,42836.68359375,45734.32421875,43273.4921875
